player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot,position_1,position_2,position_3,position_4,position_5,position_6
Odsonne Édouard,Crystal Palace,26,"LAM, FW",20(15),1806,5,2,3,0,1.1,72.7,1.2,0,6.43,0.7,0.1,0.8,0.0,0.6,0.2,0.1,0,0.5,0.5,0.5,0.4,1.5,1.7,11.6,0.0,0.0,0.0,5.33,-0.33,0.27,39.0,0.14,LAM, FW,,,,
Luke Thomas,Leicester,22,"LB, LM",11(6),1072,0,0,3,0,0.2,78.7,0.6,0,6.43,1.4,1.6,0.7,0.1,1.6,1.0,0.2,1,0.3,0.4,0.4,0.0,0.5,0.5,31.0,0.2,1.0,0.1,0.06,-0.06,0.0,3.0,0.02,LB, LM,,,,
Bryan Gil,Tottenham,23,"CAM, LAM, RAM",2(2),148,0,1,1,0,0.5,80.7,0.0,0,6.43,0.8,0.3,0.5,0.0,0.3,0.8,0.0,0,0.5,0.5,0.5,0.3,0.8,1.3,14.3,0.0,0.5,0.0,0.05,-0.05,0.03,2.0,0.03,CAM, LAM, RAM,,,
Wayne Hennessey,Nottingham Forest,37,GK,3(1),271,0,0,0,0,0.0,57.1,0.0,0,6.43,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0.0,21.0,0.0,5.8,0.0,,,,,,GK,,,,,
Albert Sambi Lokonga,Crystal Palace,24,CDM,6(3),536,0,0,2,0,0.2,87.6,0.6,0,6.42,1.4,0.8,0.8,0.0,1.0,0.4,0.3,0,0.1,0.1,1.3,0.0,0.7,0.3,28.8,0.0,1.0,0.1,0.13,-0.13,0.02,2.0,0.07,CDM,,,,,
Illan Meslier,Leeds,24,GK,34,3060,0,0,3,0,0.0,56.2,0.3,3,6.42,0.1,0.0,0.0,0.0,1.5,0.1,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,24.8,0.0,3.6,0.0,0.07,-0.07,0.0,1.0,0.07,GK,,,,,
Robert Sánchez,Brighton,26,GK,23,2070,0,0,2,0,0.0,74.7,0.3,0,6.42,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,3.3,0.0,,,,,,GK,,,,,
Weston McKennie,Leeds,25,"CB, CM, LM, RM",16(3),1440,0,1,7,0,0.7,77.8,1.3,0,6.42,1.6,1.2,1.1,0.0,1.4,1.0,0.2,0,0.7,0.6,0.3,0.1,1.3,1.5,31.1,0.2,1.5,0.0,0.71,-0.71,0.04,13.0,0.05,CB, CM, LM, RM,,
Joel Robles,Leeds,33,GK,4,360,0,0,1,0,0.0,42.2,0.8,0,6.42,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,5.5,0.0,,,,,,GK,,,,,
Oliver Skipp,Tottenham,23,CDM,18(5),1499,1,0,7,0,0.3,87.1,0.3,1,6.42,1.5,0.7,1.0,0.0,0.8,0.7,0.3,0,0.4,0.5,0.7,0.0,0.7,0.7,32.9,0.0,1.2,0.0,0.24,0.76,0.01,7.0,0.03,CDM,,,,,
Emerson,West Ham,29,"LB, LM",16(6),1323,1,0,2,0,0.5,81.6,0.8,0,6.42,1.2,0.7,0.6,0.1,1.3,0.5,0.2,0,0.6,0.3,0.7,0.0,0.5,0.4,26.5,0.3,0.6,0.0,0.92,0.08,0.06,11.0,0.08,LB, LM,,,,
Junior Firpo,Leeds,27,"LB, LM",14(5),1368,1,1,5,1,0.1,73.1,0.9,1,6.42,2.5,1.3,1.3,0.3,1.5,1.2,0.4,0,0.4,0.3,0.4,0.0,0.5,0.5,26.4,0.3,0.5,0.0,0.11,0.89,0.01,2.0,0.06,LB, LM,,,,
Brenden Aaronson,Leeds,23,"CAM, LAM, RAM",28(8),2384,1,3,2,0,1.1,79.1,0.2,0,6.41,1.3,0.1,0.4,0.0,0.2,0.9,0.1,0,1.3,0.9,1.5,0.2,2.3,2.0,20.0,0.5,0.2,0.1,4.19,-3.19,0.16,41.0,0.1,CAM, LAM, RAM,,,
Lewis Cook,Bournemouth,27,"CM, LM",18(10),1715,0,2,4,0,0.2,81.8,0.3,0,6.41,1.3,0.8,0.5,0.0,1.0,0.9,0.4,0,0.9,0.3,0.4,0.0,0.6,0.5,25.1,0.6,0.8,0.0,0.17,-0.17,0.01,6.0,0.03,CM, LM,,,,
Enock Mwepu,Brighton,26,"CM, RM",2(4),211,0,1,0,0,0.3,81.3,0.0,0,6.41,1.7,0.2,0.3,0.0,0.2,0.2,0.2,0,0.5,0.2,0.2,0.3,0.8,1.7,12.5,0.0,0.2,0.0,0.1,-0.1,0.04,2.0,0.05,CM, RM,,,,
Neeskens Kebano,Fulham,32,"CAM, LAM, RAM",9(8),766,0,3,0,0,0.5,79.8,0.1,0,6.41,1.0,0.1,0.5,0.0,0.2,0.5,0.0,0,0.8,0.6,0.9,0.1,0.7,0.9,11.1,0.3,0.1,0.0,0.6,-0.6,0.07,9.0,0.07,CAM, LAM, RAM,,,
Kristoffer Ajer,Brentford,26,"CB, RB, CDM",9,766,0,0,0,0,0.1,76.2,1.7,0,6.41,1.2,0.8,0.6,0.0,1.9,0.8,0.6,0,0.1,0.3,0.9,0.0,0.9,0.3,32.7,0.1,2.0,0.0,0.07,-0.07,0.01,1.0,0.07,CB, RB, CDM,,,
Pablo Fornals,West Ham,28,"CM, LM, RM",17(15),1506,3,1,0,0,0.8,77.7,0.3,2,6.41,0.9,0.4,0.4,0.0,0.3,0.7,0.1,0,0.6,0.4,0.2,0.0,0.5,0.7,21.9,0.2,1.3,0.1,2.06,0.94,0.12,27.0,0.08,CM, LM, RM,,,
Lucas Digne,Aston Villa,30,"CB, LB, LM",18(10),1501,1,0,5,0,0.3,78.6,0.9,0,6.41,1.1,0.6,0.7,0.2,1.4,0.5,0.2,1,0.6,0.1,0.8,0.1,0.4,0.6,25.3,0.7,1.0,0.0,0.48,0.52,0.03,8.0,0.06,CB, LB, LM,,,
Chris Richards,Crystal Palace,24,"CB, CDM",4(5),444,0,0,0,0,0.4,84.1,1.6,0,6.4,1.0,0.9,0.2,0.1,3.3,0.2,0.1,0,0.1,0.0,0.1,0.1,0.2,0.3,21.7,0.0,1.2,0.0,0.47,-0.47,0.1,4.0,0.12,CB, CDM,,,,
Ryan Sessegnon,Tottenham,23,"LB, LM, RM",9(8),811,2,0,4,0,1.1,73.4,0.6,0,6.4,0.9,0.4,0.9,0.1,0.9,0.4,0.1,0,0.4,0.3,0.4,0.4,0.6,0.6,17.1,0.2,0.3,0.1,2.18,-0.18,0.24,18.0,0.12,LB, LM, RM,,,
Juan Larios,Southampton,20,CB,2(3),152,0,0,0,0,0.0,80.0,0.4,0,6.4,1.4,0.6,0.2,0.2,0.6,0.0,0.0,0,0.0,0.6,0.0,0.0,0.4,0.6,11.0,0.2,0.2,0.0,,,,,,CB,,,,,
Nathaniel Phillips,Liverpool,27,CB,1(1),66,0,0,0,0,0.5,86.6,2.0,0,6.4,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,4.0,0.0,0.04,-0.04,0.05,1.0,0.04,CB,,,,,
Cristiano Ronaldo,Manchester United,39,"LM, FW",4(6),520,1,0,2,0,2.5,76.6,1.5,1,6.39,0.2,0.1,0.7,0.0,0.8,0.1,0.0,0,0.6,0.4,0.5,0.8,0.3,0.7,15.8,0.0,0.1,0.0,1.8,-0.8,0.31,25.0,0.07,LM, FW,,,,
Frank Onyeka,Brentford,26,CDM,8(13),845,0,2,0,0,0.4,75.9,0.3,0,6.39,0.9,0.5,0.7,0.0,0.8,0.7,0.1,0,0.3,0.5,1.2,0.1,0.5,0.5,12.0,0.0,0.3,0.0,1.34,-1.34,0.14,9.0,0.15,CDM,,,,,
Denis Zakaria,Chelsea,27,"CB, CDM",5(2),413,0,0,0,0,0.3,88.8,0.0,0,6.39,1.3,0.4,0.7,0.0,1.1,0.9,0.1,0,0.1,0.9,0.3,0.0,1.3,0.6,25.4,0.0,0.4,0.0,0.19,-0.19,0.04,2.0,0.09,CB, CDM,,,,
Scott McKenna,Nottingham Forest,27,CB,19(1),1574,0,0,4,0,0.1,79.3,1.9,0,6.39,0.6,0.6,0.4,0.4,4.2,0.2,0.7,0,0.4,0.3,0.2,0.0,0.1,0.1,35.0,0.1,1.9,0.0,0.08,-0.08,0.0,2.0,0.04,CB,,,,,
Ben Johnson,West Ham,24,"CB, LB, RB, LM, RM",9(8),863,0,0,0,0,0.1,73.0,0.9,0,6.39,1.2,0.5,0.2,0.2,1.4,0.4,0.2,0,0.2,0.5,0.3,0.1,0.4,0.4,26.8,0.4,1.2,0.0,0.07,-0.07,0.01,2.0,0.04,CB, LB, RB, LM, RM,
Matt Targett,Newcastle,28,"LB, LM",6(11),603,0,0,1,0,0.1,81.7,0.6,0,6.39,0.8,0.5,0.6,0.1,0.8,0.9,0.2,0,0.6,0.1,0.2,0.0,0.4,0.3,19.3,0.4,0.5,0.0,0.02,-0.02,0.0,1.0,0.02,LB, LM,,,,
Cheikhou Kouyaté,Nottingham Forest,34,"CB, RB, CDM",10(11),880,1,0,3,0,0.3,75.5,0.9,0,6.38,1.4,0.5,1.0,0.0,1.1,0.2,0.1,0,0.3,0.3,0.6,0.0,0.4,0.7,11.7,0.0,0.6,0.0,0.33,0.67,0.03,6.0,0.06,CB, RB, CDM,,,
James Bree,Southampton,26,"CB, LB, RB, RM",4(1),368,0,0,1,0,0.2,77.7,1.8,0,6.38,1.0,1.2,0.2,0.2,2.2,0.2,0.2,0,0.8,0.4,0.0,0.0,0.4,0.6,27.8,0.8,0.8,0.0,0.03,-0.03,0.01,1.0,0.03,CB, LB, RB, RM,,
Gonçalo Guedes,Wolves,27,"CAM, LAM, RAM, FW",8(5),710,1,1,1,0,1.5,75.0,0.5,0,6.38,0.6,0.1,0.8,0.0,0.2,0.2,0.0,0,0.7,0.4,1.8,0.4,0.5,1.3,13.2,0.5,0.6,0.0,1.36,-0.36,0.17,19.0,0.07,CAM, LAM, RAM, FW,,
Remo Freuler,Nottingham Forest,32,CDM,24(4),2167,0,0,4,0,0.3,79.6,0.9,0,6.38,1.5,1.0,0.9,0.0,1.5,0.9,0.3,0,0.4,0.3,0.4,0.0,0.3,0.7,29.6,0.1,0.8,0.0,0.4,-0.4,0.02,8.0,0.05,CDM,,,,,
Pedro Neto,Wolves,24,"CAM, LAM, RAM, FW",14(5),972,0,0,2,0,0.9,84.9,0.0,0,6.38,0.6,0.2,0.4,0.0,0.2,0.5,0.1,0,1.1,0.9,0.8,0.1,0.7,1.5,16.4,0.7,0.7,0.1,1.28,-1.28,0.12,17.0,0.08,CAM, LAM, RAM, FW,,
Pablo Sarabia,Wolves,31,"LB, CM, LM, RM, FW",9(4),772,1,0,3,0,1.5,76.8,0.2,1,6.38,0.9,0.2,1.0,0.0,0.3,0.7,0.0,0,0.8,0.2,0.6,0.2,1.1,0.7,24.2,0.6,0.8,0.0,2.7,-1.7,0.31,20.0,0.13,LB, CM, LM, RM, FW,
Theo Walcott,Southampton,35,"CM, LM, RM, FW",13(7),1134,2,2,1,0,1.0,72.9,0.5,0,6.38,0.7,0.5,0.4,0.0,0.4,1.0,0.1,1,0.8,0.6,0.5,0.8,0.6,1.2,12.0,0.2,0.1,0.1,2.45,-0.45,0.19,20.0,0.12,CM, LM, RM, FW,,
Wout Weghorst,Manchester United,31,FW,10(7),797,0,1,1,0,0.8,72.9,0.9,0,6.38,0.6,0.4,0.8,0.0,0.5,0.4,0.1,0,0.8,0.2,0.5,0.3,0.7,0.9,12.2,0.0,0.2,0.2,2.21,-2.21,0.25,14.0,0.16,FW,,,,,
Ricardo Pereira,Leicester,30,"LB, RB, RM",5(5),453,1,1,2,0,0.2,79.5,0.5,0,6.38,1.1,0.4,0.4,0.5,1.8,1.0,0.2,0,0.7,0.5,0.4,0.0,0.3,0.7,25.4,0.4,0.8,0.0,0.09,0.91,0.02,2.0,0.05,LB, RB, RM,,,
Philippe Coutinho,Aston Villa,31,"CM, LM, RM",7(13),783,1,0,3,0,1.1,78.5,0.2,0,6.37,1.0,0.2,0.8,0.0,0.1,0.3,0.1,0,0.4,0.7,0.7,0.1,0.9,1.2,17.9,0.1,0.5,0.1,1.33,-0.33,0.15,21.0,0.06,CM, LM, RM,,,
Fábio Carvalho,Liverpool,21,"CAM, LAM, FW",4(9),343,2,0,0,0,0.8,82.7,0.3,0,6.37,0.6,0.5,0.5,0.0,0.0,0.2,0.0,0,0.1,0.2,0.5,0.0,1.2,0.8,10.7,0.1,0.2,0.0,1.12,0.88,0.29,11.0,0.1,CAM, LAM, FW,,,
Ludwig Augustinsson,Aston Villa,30,"LB, LM",1(2),80,0,0,1,0,0.7,63.3,1.3,0,6.37,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.3,0.0,0.08,-0.08,0.09,2.0,0.04,LB, LM,,,,
Steve Cook,Nottingham Forest,33,CB,11(1),959,0,0,4,0,0.3,80.7,2.3,0,6.37,0.7,1.0,0.4,0.9,4.2,0.2,0.9,0,0.3,0.1,0.2,0.0,0.2,0.3,37.9,0.1,2.7,0.0,0.15,-0.15,0.01,3.0,0.05,CB,,,,,
Bertrand Traoré,Aston Villa,28,"CAM, RAM, FW",1(7),227,2,0,1,0,1.1,80.9,0.3,0,6.36,0.1,0.3,0.3,0.0,0.0,0.4,0.0,0,0.1,0.1,1.0,0.4,0.9,1.0,8.5,0.4,0.1,0.0,0.84,1.16,0.33,9.0,0.09,CAM, RAM, FW,,,
Zanka,Brentford,34,CB,11(7),1098,0,0,2,0,0.3,81.1,0.9,0,6.36,0.9,0.9,0.5,0.2,2.2,0.7,0.7,1,0.2,0.0,0.2,0.1,0.1,0.2,24.7,0.0,0.7,0.0,0.72,-0.72,0.06,5.0,0.14,CB,,,,,
Patrick Bamford,Leeds,30,"CAM, LAM, RAM, FW",18(10),1523,4,2,3,0,1.8,69.9,1.3,0,6.36,0.3,0.2,0.9,0.0,0.5,0.6,0.2,0,0.4,0.4,1.0,0.6,0.8,2.0,11.6,0.0,0.0,0.0,9.06,-5.06,0.54,50.0,0.18,CAM, LAM, RAM, FW,,
Édouard Mendy,Chelsea,32,GK,9(1),855,0,0,1,0,0.0,76.9,0.4,0,6.36,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,24.2,0.0,4.2,0.0,,,,,,GK,,,,,
Alejandro Garnacho,Manchester United,19,"LAM, RAM",5(14),563,3,2,3,0,1.3,81.1,0.2,0,6.35,0.3,0.3,0.4,0.0,0.1,0.5,0.0,0,0.2,0.6,0.4,0.2,0.7,1.4,9.7,0.0,0.2,0.0,3.19,-0.19,0.51,24.0,0.13,LAM, RAM,,,,
Jeremy Sarmiento,Brighton,21,LAM,1(8),169,0,1,1,0,0.6,79.7,0.0,0,6.35,0.7,0.1,0.4,0.0,0.0,0.3,0.0,0,0.2,0.7,0.4,0.0,0.8,0.7,7.1,0.2,0.0,0.0,0.22,-0.22,0.12,5.0,0.04,LAM,,,,,
Kieffer Moore,Bournemouth,31,FW,12(15),1278,4,0,1,0,0.9,59.5,2.5,1,6.35,0.5,0.0,1.0,0.1,1.0,0.4,0.2,0,0.2,0.1,1.1,0.0,1.1,1.6,13.1,0.1,0.2,0.0,4.92,-0.92,0.35,23.0,0.21,FW,,,,,
Raúl Jiménez,Wolves,32,FW,8(7),843,0,1,0,0,1.3,70.9,1.6,0,6.35,0.6,0.0,0.9,0.0,0.5,0.2,0.0,0,0.6,0.3,0.9,0.6,0.9,1.5,12.6,0.1,0.4,0.1,2.74,-2.74,0.29,20.0,0.14,FW,,,,,
Jaidon Anthony,Bournemouth,24,"LAM, RAM",11(19),1248,3,1,2,0,0.7,78.1,0.3,0,6.35,1.0,0.3,0.3,0.0,0.5,0.5,0.1,0,0.4,0.5,0.4,0.2,0.9,0.8,15.4,0.3,0.5,0.0,2.13,0.87,0.15,22.0,0.1,LAM, RAM,,,,
Danny Ings,West Ham,31,"CAM, FW",7(10),771,2,2,1,0,0.9,62.2,0.5,0,6.35,0.6,0.1,0.4,0.0,0.6,0.3,0.1,0,0.5,0.6,0.3,0.5,0.9,1.1,8.8,0.0,0.1,0.1,5.13,0.87,0.56,27.0,0.19,CAM, FW,,,,
Isaac Price,Everton,20,"CM, RM",0(1),32,0,0,1,0,0.0,84.6,0.0,0,6.35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,,,,,,CM, RM,,,,
Mark Travers,Bournemouth,24,GK,11(1),1035,0,0,0,0,0.0,72.2,0.3,0,6.35,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,6.8,0.0,,,,,,GK,,,,,
Mikkel Damsgaard,Brentford,23,"CAM, LAM",9(17),982,0,0,4,0,0.5,72.8,0.4,0,6.35,1.2,0.4,0.5,0.0,0.4,1.0,0.1,0,0.4,0.3,0.4,0.0,0.2,0.6,14.3,0.2,0.4,0.0,2.36,-2.36,0.22,12.0,0.2,CAM, LAM,,,,
Mason Holgate,Everton,27,"CB, RB, CDM, RM",5(3),508,0,0,1,1,0.5,67.3,1.1,0,6.35,1.4,0.9,1.1,0.3,3.3,1.0,0.4,0,0.8,0.4,0.5,0.0,0.0,0.8,24.5,0.1,1.9,0.0,0.74,-0.74,0.13,4.0,0.18,CB, RB, CDM, RM,,
Deniz Undav,Brighton,27,"CAM, FW",6(16),623,5,0,2,0,1.2,75.3,0.2,0,6.34,0.3,0.0,0.7,0.0,0.0,0.3,0.0,1,0.4,0.2,0.2,0.3,0.4,0.6,7.4,0.0,0.2,0.0,5.63,-0.63,0.81,27.0,0.21,CAM, FW,,,,
Cole Palmer,Manchester City,21,"CAM, RAM, FW",2(12),359,0,1,1,0,0.8,88.6,0.1,0,6.34,0.4,0.1,0.1,0.0,0.1,0.1,0.1,0,0.4,1.1,0.4,0.1,0.6,0.9,13.2,0.1,0.3,0.0,1.33,-1.33,0.33,11.0,0.12,CAM, RAM, FW,,,
James Milner,Liverpool,38,"LB, RB, CM, LM, RM",7(24),893,0,1,2,0,0.2,81.4,0.4,0,6.34,0.8,0.4,0.5,0.1,0.4,0.6,0.1,0,0.4,0.4,0.5,0.0,0.5,0.6,19.6,0.4,1.0,0.0,0.38,-0.38,0.04,7.0,0.05,LB, RB, CM, LM, RM,
Takehiro Tomiyasu,Arsenal,25,"CB, LB, RB",6(15),656,0,1,2,0,0.1,82.5,0.8,0,6.34,1.3,0.7,0.3,0.2,0.7,0.2,0.0,0,0.2,0.0,0.1,0.0,0.2,0.3,19.6,0.2,0.7,0.0,0.2,-0.2,0.03,3.0,0.07,CB, LB, RB,,,
Billy Gilmour,Brighton,22,CDM,7(7),508,0,1,1,0,0.4,90.3,0.4,0,6.33,0.4,0.4,0.6,0.0,0.4,0.4,0.1,0,0.1,0.1,0.2,0.0,0.4,0.4,28.8,0.0,1.2,0.1,0.43,-0.43,0.08,6.0,0.07,CDM,,,,,
Lewis Miley,Newcastle,18,CM,0(1),16,0,0,0,0,1.0,83.3,0.0,0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.08,-0.08,0.46,1.0,0.08,CM,,,,,
Jamie Vardy,Leicester,37,"LAM, FW",19(18),1855,3,4,1,0,0.8,53.3,1.3,0,6.33,0.2,0.1,0.6,0.0,0.8,0.2,0.1,0,0.4,0.3,0.2,0.8,0.4,0.9,6.9,0.0,0.2,0.1,6.05,-3.05,0.29,28.0,0.22,LAM, FW,,,,
Cédric Soares,Fulham,32,"LB, RB, RM",2(4),196,0,0,0,0,0.3,85.3,0.3,0,6.33,1.3,0.2,0.2,0.0,0.8,0.0,0.2,0,0.3,0.3,0.3,0.0,0.3,0.3,22.7,0.8,0.7,0.0,0.03,-0.03,0.02,2.0,0.02,LB, RB, RM,,,
Ben Godfrey,Everton,26,"CB, LB, RB",10(3),803,0,1,2,0,0.5,66.4,1.2,0,6.32,1.5,0.6,0.8,0.1,2.4,1.4,0.5,0,0.2,0.2,0.4,0.1,0.2,0.9,17.4,0.1,0.6,0.0,0.56,-0.56,0.06,6.0,0.09,CB, LB, RB,,,
Hwang Hee-Chan,Wolves,28,"CAM, LAM, RAM, FW",12(15),1131,3,1,1,0,0.7,78.4,0.3,0,6.32,0.7,0.2,0.7,0.0,0.1,0.5,0.1,0,0.4,0.5,0.7,0.0,0.7,0.9,9.8,0.1,0.2,0.0,1.94,1.06,0.15,18.0,0.11,CAM, LAM, RAM, FW,,
Carlos Vinícius,Fulham,29,FW,11(17),1102,5,2,3,0,0.8,64.8,1.0,0,6.32,0.1,0.0,0.8,0.0,0.3,0.1,0.0,0,0.3,0.2,0.5,0.2,0.8,1.7,6.5,0.0,0.0,0.1,3.49,1.51,0.29,21.0,0.17,FW,,,,,
Jan Bednarek,Aston Villa,28,CB,1(2),96,0,0,0,0,0.0,90.9,0.0,0,6.32,1.4,2.5,0.8,0.4,4.4,0.2,1.4,1,0.2,0.1,0.4,0.0,0.1,0.1,44.4,0.0,2.5,0.0,0.3,-0.3,0.02,8.0,0.04,CB,,,,,
Adam Smith,Bournemouth,33,"LB, RB, LM, RM",34(3),2950,0,1,11,0,0.1,75.3,0.8,0,6.32,1.3,0.7,0.8,0.1,1.8,0.8,0.4,0,0.4,0.2,0.7,0.0,0.1,0.6,26.0,0.5,1.6,0.0,0.64,-0.64,0.02,5.0,0.13,LB, RB, LM, RM,,
Alex Oxlade Chamberlain,Liverpool,30,"CM, LM, RM",4(5),335,1,0,0,0,0.8,73.0,0.1,0,6.32,0.6,0.1,0.3,0.0,0.3,0.4,0.2,0,0.6,0.7,0.4,0.1,1.1,1.3,11.1,0.0,0.6,0.0,1.52,-0.52,0.41,7.0,0.22,CM, LM, RM,,,
Samuel Edozie,Southampton,21,"CAM, LAM, RAM",5(12),559,0,0,0,0,0.5,71.7,0.4,0,6.31,1.0,0.4,0.1,0.0,0.4,0.3,0.0,0,0.5,0.7,1.3,0.1,0.7,1.4,8.9,0.1,0.1,0.1,1.09,-1.09,0.18,8.0,0.14,CAM, LAM, RAM,,,
Lewis O'Brien,Nottingham Forest,25,"LB, CM, LM",6(7),581,1,0,2,0,0.5,78.7,0.2,0,6.31,1.2,0.4,0.4,0.1,0.6,0.5,0.2,0,0.3,0.5,1.2,0.0,0.5,0.9,15.9,0.0,0.2,0.0,0.51,0.49,0.08,7.0,0.07,LB, CM, LM,,,
Nampalys Mendy,Leicester,31,CM,7(12),751,1,0,1,0,0.1,88.3,0.2,0,6.31,0.7,0.7,0.5,0.1,0.1,0.4,0.2,0,0.1,0.4,0.5,0.0,0.1,0.4,21.5,0.0,0.6,0.0,0.09,0.91,0.01,2.0,0.05,CM,,,,,
Mykhailo Mudryk,Chelsea,23,LAM,7(8),656,0,2,1,0,0.9,81.5,0.3,0,6.31,0.7,0.0,0.5,0.0,0.1,0.6,0.1,0,0.7,0.9,0.8,0.1,0.7,1.9,12.3,0.3,0.3,0.1,1.67,-1.67,0.23,14.0,0.12,LAM,,,,,
Fábio Vieira,Arsenal,23,"CAM, RAM, FW",3(19),502,1,2,0,0,0.7,84.6,0.1,0,6.31,0.3,0.2,0.1,0.0,0.1,0.1,0.0,0,0.5,0.3,0.2,0.0,0.4,0.6,12.1,0.2,0.2,0.0,0.91,0.09,0.16,15.0,0.06,CAM, RAM, FW,,,
Leander Dendoncker,Aston Villa,29,"CB, CM",7(13),690,0,0,0,0,0.1,88.2,0.5,0,6.31,1.0,2.3,0.0,0.0,1.0,0.3,0.0,0,0.5,0.3,0.0,0.0,0.5,0.5,24.5,0.3,1.8,0.0,0.52,-0.52,0.22,3.0,0.17,CB, CM,,,,
Alphonse Areola,West Ham,31,GK,2(3),307,0,0,0,0,0.0,68.8,0.0,0,6.31,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,3.4,0.0,,,,,,GK,,,,,
Stuart Armstrong,Southampton,32,"CAM, LAM, RAM",14(18),1405,2,1,6,0,0.7,81.7,0.2,0,6.31,1.0,0.3,0.5,0.0,0.3,0.8,0.0,0,0.6,0.7,0.6,0.0,0.9,0.9,19.5,0.3,0.5,0.0,2.03,-0.03,0.13,23.0,0.09,CAM, LAM, RAM,,,
Rob Holding,Arsenal,28,"CB, RB",6(8),562,1,0,0,0,0.4,86.8,1.6,0,6.31,0.6,0.2,0.4,0.1,1.9,0.2,0.4,0,0.0,0.1,0.1,0.0,0.0,0.2,31.3,0.0,1.5,0.0,0.32,0.68,0.05,5.0,0.06,CB, RB,,,,
Tom Cairney,Fulham,33,"CM, RM",6(27),971,2,0,2,0,0.6,88.0,0.2,0,6.3,0.5,0.2,0.2,0.0,0.1,0.1,0.1,0,0.4,0.3,0.7,0.0,0.6,0.7,21.4,0.2,1.0,0.0,1.68,0.32,0.16,21.0,0.08,CM, RM,,,,
Chris Wood,Nottingham Forest,32,FW,5(2),376,1,0,0,0,0.4,60.6,2.7,0,6.3,0.0,0.1,0.3,0.0,0.3,0.1,0.1,0,0.4,0.0,0.4,0.4,0.9,1.6,10.1,0.0,0.1,0.0,0.72,0.28,0.17,3.0,0.24,FW,,,,,
Elliot Anderson,Newcastle,21,"CAM, LAM",3(19),396,0,1,0,0,0.5,77.8,0.5,0,6.3,0.5,0.3,0.3,0.0,0.0,0.3,0.1,0,0.4,0.5,0.5,0.0,0.5,0.4,8.4,0.2,0.2,0.0,1.07,-1.07,0.24,11.0,0.1,CAM, LAM,,,,
Sam Greenwood,Leeds,22,"CAM, LAM, FW",3(15),413,1,2,1,0,0.7,62.4,0.1,0,6.3,0.8,0.1,0.6,0.0,0.0,0.7,0.1,0,0.7,0.2,0.2,0.0,0.4,0.3,7.8,1.0,0.3,0.0,0.75,0.25,0.16,12.0,0.06,CAM, LAM, FW,,,
Daniel Iversen,Leicester,26,GK,12,1080,0,0,0,0,0.0,50.3,0.3,0,6.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,3.8,0.0,,,,,,GK,,,,,
Nathaniel Clyne,Crystal Palace,33,"LB, RB, RM",19(3),1642,0,0,3,0,0.0,80.8,0.3,0,6.29,1.2,0.9,0.5,0.1,1.2,0.4,0.2,0,0.3,0.2,0.4,0.0,0.1,0.5,30.0,0.2,0.8,0.0,,,,,,LB, RB, RM,,,
Chris Wood,Newcastle,32,FW,4(14),440,2,0,0,0,0.5,62.3,1.3,0,6.29,0.0,0.1,0.3,0.0,0.3,0.1,0.1,0,0.4,0.0,0.4,0.4,0.9,1.6,10.1,0.0,0.1,0.0,0.72,0.28,0.17,3.0,0.24,FW,,,,,
Armando Broja,Chelsea,22,FW,2(10),290,1,0,0,0,0.5,62.3,0.8,0,6.29,0.3,0.1,0.2,0.0,0.1,0.0,0.1,0,0.1,0.7,0.5,0.3,0.8,1.3,4.4,0.0,0.0,0.0,1.19,-0.19,0.37,6.0,0.2,FW,,,,,
